,movieId,tag,dark,funny,ferell
1870,4077,psychopaths,10,11,11
1871,4105,zombies,7,7,7
1872,4113,Tennessee,9,7,7
1872,4113,Williams,7,8,8
1873,4117,In,4,4,6
1873,4117,Netflix,7,7,5
1873,4117,queue,5,4,5
1874,4138,demons,5,5,5
1875,4160,death,3,5,5
1875,4160,penalty,6,5,5
1876,4164,homeless,8,8,6
1877,4164,New,4,5,5
1877,4164,York,2,5,5
1878,4166,reality,6,6,6
1878,4166,TV,4,5,6
1879,4171,Eugene,6,4,5
1879,4171,O'Neill,7,7,4
1880,4174,In,4,4,6
1880,4174,Netflix,7,7,5
1880,4174,queue,5,4,5
1881,4184,Christmas,8,9,8
1882,4189,Bible,5,5,5
1883,4189,religion,8,8,7
1884,4190,preacher,7,8,7
1885,4190,religion,8,8,7
1886,4191,sexuality,8,7,7
1887,4194,In,4,4,6
1887,4194,Netflix,7,7,5
1887,4194,queue,5,4,5
1888,4204,virginity,8,7,8
1889,4210,Hannibal,7,6,7
1889,4210,Lecter,6,6,5
1890,4210,serial,5,6,3
1890,4210,killer,6,6,6
1891,4211,von,4,4,6
1891,4211,Bulow,5,4,6
1892,4214,college,7,7,6
1893,4218,In,4,4,6
1893,4218,Netflix,7,7,5
1893,4218,queue,5,4,5
1894,4221,football,7,7,5
1895,4226,Backwards.,8,10,9
1895,4226,memory,5,5,5
1896,4232,spying,6,5,6
1897,4246,singletons,10,8,9
1898,4259,Nabokov,5,7,7
1899,4263,alcoholism,10,10,9
1900,4292,Union,5,5,6
1901,4296,death,3,5,5
1902,4306,fairy,3,3,5
1902,4306,tales,4,5,5
1903,4312,In,4,4,6
1903,4312,Netflix,7,7,5
1903,4312,queue,5,4,5
1904,4316,figure,5,5,5
1904,4316,skating,6,6,7
1905,4326,race,3,5,5
1906,4326,rasicm,5,6,6
1907,4333,Strangers,7,8,7
1907,4333,on,4,4,6
1907,4333,a,3,5,6
1907,4333,Train,4,5,5
1908,4347,Holocaust,8,9,9
1909,4356,In,4,4,6
1909,4356,Netflix,7,7,5
1909,4356,queue,5,4,5
1910,4359,adultery,6,6,7
1911,4361,men,4,4,5
1911,4361,in,4,4,6
1911,4361,drag,3,5,5
1912,4370,robots,6,6,6
1913,4380,accident,7,7,7
1914,4396,race,3,5,5
1915,4404,In,4,4,6
1915,4404,Netflix,7,7,5
1915,4404,queue,5,4,5
1916,4447,lawyers,5,7,6
1917,4448,heist,5,5,5
1918,4465,rape,3,5,5
1919,4476,twins,5,4,6
1920,4477,circus,5,6,5
1921,4489,Africa,5,5,5
1922,4489,immigrants,9,9,9
1923,4495,New,4,5,5
1923,4495,York,2,5,5
1924,4526,aliens,6,5,5
1925,4537,hippies,7,7,7
1926,4545,robots,6,6,6
1927,4546,kidnapping,8,8,10
1928,4546,remade,5,6,5
1929,4558,twins,5,4,6
1930,4571,time,4,5,5
1930,4571,travel,5,6,5
1931,4600,doctors,5,7,7
1932,4621,babies,5,6,6
1933,4623,baseball,7,8,5
1934,4638,dinosaurs,6,8,9
1935,4639,Hollywood,9,8,9
1936,4639,movie,5,5,6
1936,4639,business,8,6,7
1937,4641,adolescence,10,10,9
1938,4677,dogs,3,5,6
1939,4678,television,10,10,8
1940,4688,In,4,4,6
1940,4688,Netflix,7,7,5
1940,4688,queue,5,4,5
1941,4787,prodigies,8,9,9
1942,4801,family,5,4,4
1943,4808,remake,5,6,5
1944,4809,Nuclear,6,6,6
1944,4809,disaster,6,8,8
1945,4809,union,5,4,6
1946,4812,NASA,4,5,6
1947,4812,space,4,5,6
1948,4823,wedding,6,6,6
1949,4835,Loretta,6,7,5
1949,4835,Lynn,4,3,6
1950,4857,Judaism,5,6,7
1951,4857,Tradition!,9,9,10
1952,4874,aliens,6,5,5
1953,4874,psychiatrist,10,12,11
1955,4881,Coen,4,4,5
1955,4881,Brothers,7,8,7
1957,4896,Wizards,5,7,7
1958,4902,ghosts,6,6,6
1959,4920,psychology,10,9,9
1960,4963,heist,5,5,5
1961,4969,In,4,4,6
1961,4969,Netflix,7,7,5
1961,4969,queue,5,4,5
1962,4970,nightclub,9,9,8
1963,4970,singers,6,6,6
1964,4973,whimsical,9,9,8
1965,4979,new,4,4,5
1965,4979,york,2,5,5
1966,4980,time,4,5,5
1966,4980,travel,5,6,5
1967,4993,Tolkein,6,7,6
1968,4998,racism,5,6,6
1969,5008,Agatha,5,6,6
1969,5008,Christie,7,8,7
1970,5008,court,4,5,6
1971,5012,cross,5,5,5
1971,5012,dressing,7,7,7
1972,5012,Judaism,5,6,7
1973,5015,race,3,5,5
1974,5034,Ghost,5,5,6
1975,5064,Dumas,5,4,6
1976,5064,revenge,7,6,5
1977,5114,movie,5,5,6
1977,5114,business,8,6,7
1978,5120,In,4,4,6
1978,5120,Netflix,7,7,5
1978,5120,queue,5,4,5
1979,5135,India,5,5,6
1980,5139,baseball,7,8,5
1981,5213,religion,8,8,7
1982,5224,In,4,4,6
1982,5224,Netflix,7,7,5
1982,5224,queue,5,4,5
1983,5238,In,4,4,6
1983,5238,Netflix,7,7,5
1983,5238,queue,5,4,5
1984,5266,crime,5,5,5
1985,5291,In,4,4,6
1985,5291,Netflix,7,7,5
1985,5291,queue,5,4,5
1987,5294,religion,8,8,7
1988,5304,In,4,4,6
1988,5304,Netflix,7,7,5
1988,5304,queue,5,4,5
1989,5316,World,4,5,4
1989,5316,War,2,5,5
1989,5316,II,4,5,6
1990,5349,superhero,8,8,6
1991,5353,blind,5,4,6
1992,5377,Nick,3,5,6
1992,5377,Hornby,5,4,5
1993,5379,anti-Semitism,13,13,12
1994,5379,Judaism,5,6,7
1995,5398,boxing,6,5,6
1996,5404,books,4,5,6
1997,5445,future,5,4,5
1998,5446,Australia,8,8,7
1999,5450,sisterhood,9,10,8
2000,5450,women,5,5,5
2001,5451,disability,8,9,9
2002,5451,mental,6,5,4
2002,5451,illness,7,6,6
2003,5470,Oscar,4,5,6
2003,5470,Wilde,5,5,6
2004,5475,In,4,4,6
2004,5475,Netflix,7,7,5
2004,5475,queue,5,4,5
2005,5483,movie,5,5,6
2005,5483,business,8,6,7
2006,5498,In,4,4,6
2006,5498,Netflix,7,7,5
2006,5498,queue,5,4,5
2007,5502,aliens,6,5,5
2008,5505,adultery,6,6,7
2009,5505,younger,7,5,7
2009,5505,men,4,4,5
2010,5527,AS,4,5,6
2010,5527,Byatt,4,5,6
2011,5527,books,4,5,6
2012,5528,photography,10,10,10
2013,5528,psychopaths,10,11,11
2014,5548,homeless,8,8,6
2015,5577,adolescence,10,10,9
2016,5601,Animal,6,6,5
2016,5601,movie,5,5,6
2017,5603,crime,5,5,5
2018,5603,heist,5,5,5
2019,5618,anime,5,5,6
2020,5629,Bible,5,5,5
2021,5630,Hannibal,7,6,7
2021,5630,Lecter,6,6,5
2022,5633,bombs,5,5,6
2023,5644,baseball,7,8,5
2024,5644,Lou,4,5,6
2024,5644,Gehrig,5,6,5
2025,5669,violence,8,7,7
2025,5669,in,4,4,6
2025,5669,america,6,7,5
2026,5673,pudding,6,5,7
2027,5682,Holocaust,8,9,9
2028,5685,Girl,3,5,4
2028,5685,Power,5,5,5
2029,5690,made,3,5,5
2029,5690,me,4,5,5
2029,5690,cry,3,4,5
2030,5690,orphans,6,6,7
2031,5721,In,4,4,6
2031,5721,Netflix,7,7,5
2031,5721,queue,5,4,5
2032,5721,Judaism,5,6,7
2033,5747,World,4,5,4
2033,5747,War,2,5,5
2033,5747,I,4,5,6
2034,5791,art,2,5,5
2035,5792,dating,4,5,6
2036,5802,teenagers,7,8,7
2037,5812,salute,5,6,6
2037,5812,to,4,5,6
2037,5812,Douglas,7,6,6
2037,5812,Sirk,2,5,5
2038,5816,Magic,4,5,6
2039,5816,Wizards,5,7,7
2040,5820,music,5,4,6
2040,5820,business,8,6,7
2041,5875,short,4,5,6
2041,5875,films,5,4,5
2042,5876,Graham,5,6,6
2042,5876,Greene,6,5,5
2043,5878,coma,4,5,6
2044,5899,Africa,5,5,5
2045,5952,Tolkein,6,7,6
2046,5954,crime,5,5,5
2047,5954,nightclub,9,9,8
2048,5971,anime,5,5,6
2049,5989,crime,5,5,5
2050,5991,court,4,5,6
2051,5991,jazz,3,5,6
2052,5991,murder,5,5,5
2053,5994,Dickens,6,6,6
2054,5995,Holocaust,8,9,9
2055,6002,drugs,4,5,5
2056,6002,planes,5,5,6
2057,6002,widows/widowers,13,15,14
2058,6003,television,10,10,8
2059,6016,crime,5,5,5
2060,6016,photography,10,10,10
2061,6016,violence,8,7,7
2062,6020,class,4,5,6
2063,6027,In,4,4,6
2063,6027,Netflix,7,7,5
2063,6027,queue,5,4,5
2064,6031,motherhood,9,10,8
2065,6031,race,3,5,5
2066,6041,In,4,4,6
2066,6041,Netflix,7,7,5
2066,6041,queue,5,4,5
2067,6063,doll,3,5,4
2068,6090,ghosts,6,6,6
2069,6101,Chile,5,5,5
2070,6101,politics,8,8,8
2071,6101,South,5,5,6
2071,6101,America,6,7,5
2072,6104,spoof,5,5,6
2073,6156,England,6,6,7
2074,6159,adolescence,10,10,9
2075,6163,obsession,9,9,8
2076,6170,horses,5,6,5
2077,6178,blind,5,4,6
2078,6178,blindness,8,7,8
2079,6178,race,3,5,5
2080,6181,Civil,5,5,5
2080,6181,War,2,5,5
2081,6181,Stephen,7,7,6
2081,6181,Crane,4,4,5
2082,6183,Day,3,4,6
2082,6183,and,3,4,6
2082,6183,Hudson,5,5,6
2083,6183,sexuality,8,7,7
2084,6195,books,4,5,6
2085,6195,Stones,6,5,6
2085,6195,of,4,5,6
2085,6195,Summer,6,5,6
2086,6197,mental,6,5,4
2086,6197,illness,7,6,6
2087,6201,England,6,6,7
2088,6216,World,4,5,4
2088,6216,War,2,5,5
2088,6216,II,4,5,6
2089,6218,soccer,6,6,6
2090,6228,In,4,4,6
2090,6228,Netflix,7,7,5
2090,6228,queue,5,4,5
2091,6232,animal,6,6,5
2091,6232,movie,5,5,6
2092,6232,lions,5,4,6
2093,6235,Holocaust,8,9,9
2094,6235,World,4,5,4
2094,6235,War,2,5,5
2094,6235,II,4,5,6
2095,6238,immigrants,9,9,9
2096,6242,television,10,10,8
2097,6244,In,4,4,6
2097,6244,Netflix,7,7,5
2097,6244,queue,5,4,5
2098,6245,prostitution,12,11,12
2099,6254,screwball,8,9,5
2100,6268,adolescence,10,10,9
2101,6269,Big,4,5,6
2101,6269,Brothers,7,8,7
2102,6273,L.A.,4,5,6
2103,6281,crime,5,5,5
2104,6286,amnesia,7,6,6
2105,6288,gangs,4,4,6
2106,6289,Titanic,6,6,7
2107,6291,prostitution,12,11,12
2108,6296,mockumentary,10,9,11
2109,6297,children,7,8,7
2110,6299,birds,4,5,5
2111,6305,Ray,3,4,6
2111,6305,Bradbury,6,7,8
2112,6308,lawyers,5,7,6
2113,6327,1970s,5,5,6
2114,6327,movies,6,6,6
2115,6331,spelling,8,7,6
2115,6331,bee,4,5,4
2116,6333,Jean,4,4,5
2116,6333,Grey,4,4,4
2117,6333,Magneto,6,6,6
2118,6333,Rogue,5,5,6
2119,6333,superhero,8,8,6
2120,6333,Wolverine,8,8,7
2121,6334,teachers,6,8,6
2122,6337,gambling,7,7,7
2123,6339,trains,5,5,6
2124,6341,art,2,5,5
2125,6350,anime,5,5,6
2126,6367,retro,4,5,5
2127,6368,movies,6,6,6
2128,6373,religion,8,8,7
2129,6375,In,4,4,6
2129,6375,Netflix,7,7,5
2129,6375,queue,5,4,5
2130,6375,They,4,4,5
2130,6375,Might,5,5,6
2130,6375,Be,4,5,5
2130,6375,Giants,5,5,6
2131,6377,Disney,6,4,6
2132,6377,fish,4,4,5
2133,6378,heist,5,5,5
2134,6380,child,5,5,5
2134,6380,abuse,5,5,6
2135,6385,Girl,3,5,4
2135,6385,Power,5,5,5
2136,6390,Ninotchka,8,8,9
2136,6390,remake,5,6,5
2137,6400,crime,5,5,5
2138,6407,Olympics,8,8,8
2139,6407,Tokyo,5,5,6
2140,6422,Civil,5,5,5
2140,6422,War,2,5,5
2141,6440,movie,5,5,6
2141,6440,business,8,6,7
2142,6452,In,4,4,6
2142,6452,Netflix,7,7,5
2142,6452,queue,5,4,5
2143,6454,Nazis,4,5,6
2144,6466,In,4,4,6
2144,6466,Netflix,7,7,5
2144,6466,queue,5,4,5
2146,6515,fugitive,8,6,7
2147,6516,In,4,4,6
2147,6516,Netflix,7,7,5
2147,6516,queue,5,4,5
2148,6535,politics,8,8,8
2149,6536,swashbuckler,10,11,11
2150,6539,swashbuckler,10,11,11
2151,6545,Dodie,5,5,6
2151,6545,Smith,5,5,6
2152,6547,flood,5,4,5
2153,6552,immigration,10,11,10
2154,6565,horses,5,6,5
2155,6579,Japan,4,5,6
2156,6591,religion,8,8,7
2157,6592,marriage,6,8,7
2158,6603,Othello,7,7,4
2159,6609,Bible,5,5,5
2160,6620,cancer,5,5,6
2161,6636,road,4,5,5
2161,6636,trip,4,5,5
2162,6639,blindness,8,7,8
2163,6650,family,5,4,4
2164,6650,multiple,8,7,7
2164,6650,roles,5,5,5
2165,6650,murder,5,5,5
2166,6660,ballet,5,6,6
2167,6662,Clousseau,9,8,8
2168,6667,FBI,4,5,6
2169,6668,In,4,4,6
2169,6668,Netflix,7,7,5
2169,6668,queue,5,4,5
2170,6669,terminal,7,7,5
2170,6669,illness,7,6,6
2171,6708,con,4,4,6
2171,6708,men,4,4,5
2172,6708,fatherhood,8,9,7
2173,6710,vertriloquism,12,12,10
2174,6711,Japan,4,5,6
2175,6713,In,4,4,6
2175,6713,Netflix,7,7,5
2175,6713,queue,5,4,5
2176,6724,In,4,4,6
2176,6724,Netflix,7,7,5
2176,6724,queue,5,4,5
2177,6732,matchmaker,8,10,10
2178,6744,vampire,5,7,7
2179,6753,Animal,6,6,5
2179,6753,movie,5,5,6
2180,6768,religion,8,8,7
2181,6770,adultery,6,6,7
2182,6770,terminal,7,7,5
2182,6770,illness,7,6,6
2183,6773,biking,6,5,6
2184,6776,India,5,5,6
2185,6785,Lonesome,8,7,7
2185,6785,Polecat,7,7,6
2186,6786,In,4,4,6
2186,6786,Netflix,7,7,5
2186,6786,queue,5,4,5
2187,6787,journalism,9,8,8
2188,6787,Watergate,7,9,7
2189,6788,pregnancy,8,6,8
2190,6791,Food,4,5,6
2191,6807,british,7,7,7
2191,6807,comedy,6,5,5
2192,6810,domestic,7,8,7
2192,6810,violence,8,7,7
2193,6820,werewolf,7,8,4
2194,6832,amnesia,7,6,6
2195,6849,Christmas,8,9,8
2196,6852,black,3,5,6
2196,6852,and,3,4,6
2196,6852,white,5,5,6
2197,6852,Capote,5,6,6
2198,6852,crime,5,5,5
2199,6852,death,3,5,5
2199,6852,penalty,6,5,5
2200,6852,murder,5,5,5
2201,6856,biopic,6,6,6
2202,6863,school,6,6,5
2203,6867,trains,5,5,6
2204,6870,child,5,5,5
2204,6870,abuse,5,5,6
2205,6870,kidnapping,8,8,10
2206,6874,martial,5,7,5
2206,6874,arts,3,5,5
2207,6874,revenge,7,6,5
2208,6881,Thanksgiving,10,10,12
2209,6890,adolescence,10,10,9
2210,6890,violence,8,7,7
2210,6890,in,4,4,6
2210,6890,america,6,7,5
2211,6909,transplants,10,9,10
2212,6912,Rita,4,5,6
2212,6912,Hayworth,6,8,8
2212,6912,can,3,4,6
2212,6912,dance!,4,5,6
2213,6918,India,5,5,6
2214,6932,journalism,9,8,8
2215,6936,christmas,8,9,8
2216,6944,remake,5,6,5
2217,6944,wedding,6,6,6
2218,6948,music,5,4,6
2218,6948,business,8,6,7
2219,6948,rap,3,5,5
2220,6963,Amish,5,5,6
2221,6970,Hepburn,6,6,6
2221,6970,and,3,4,6
2221,6970,Tracy,4,4,5
2222,6979,Cold,4,5,5
2222,6979,War,2,5,5
2223,6981,religion,8,8,7
2224,6984,Dickens,6,6,6
2225,6985,saint,4,4,6
2226,6993,family,5,4,4
2227,7013,good,4,5,6
2227,7013,and,3,4,6
2227,7013,evil,4,5,4
2228,7018,court,4,5,6
2229,7018,Scott,5,5,6
2229,7018,Turow,4,4,5
2230,7023,In,4,4,6
2230,7023,Netflix,7,7,5
2230,7023,queue,5,4,5
2231,7025,In,4,4,6
2231,7025,Netflix,7,7,5
2231,7025,queue,5,4,5
2232,7049,Astaire,5,7,7
2232,7049,and,3,4,6
2232,7049,Rogers,5,6,5
2233,7050,Astaire,5,7,7
2233,7050,and,3,4,6
2233,7050,Rogers,5,6,5
2234,7053,Astaire,5,7,7
2234,7053,and,3,4,6
2234,7053,Rogers,5,6,5
2235,7055,Astaire,5,7,7
2235,7055,and,3,4,6
2235,7055,Rogers,5,6,5
2236,7059,horses,5,6,5
2237,7061,terminal,7,7,5
2237,7061,illness,7,6,6
2238,7062,birds,4,5,5
2239,7062,prison,6,6,6
2240,7069,In,4,4,6
2240,7069,Netflix,7,7,5
2240,7069,queue,5,4,5
2241,7069,Shakespeare,9,11,9
2242,7070,cattle,5,6,5
2242,7070,drive,4,5,5
2243,7071,In,4,4,6
2243,7071,Netflix,7,7,5
2243,7071,queue,5,4,5
2244,7073,Clousseau,9,8,8
2245,7079,disability,8,9,9
2246,7086,George,5,6,5
2246,7086,Bernard,5,6,5
2246,7086,Shaw,4,5,6
2247,7087,E.M.,4,5,6
2247,7087,Forster,6,7,6
2248,7088,In,4,4,6
2248,7088,Netflix,7,7,5
2248,7088,queue,5,4,5
2249,7090,martial,5,7,5
2249,7090,arts,3,5,5
2250,7091,Marx,2,5,5
2250,7091,brothers,7,8,7
2251,7121,Hepburn,6,6,6
2251,7121,and,3,4,6
2251,7121,Tracy,4,4,5
2252,7132,Marx,2,5,5
2252,7132,brothers,7,8,7
2253,7132,opera,4,5,5
2254,7139,immigrants,9,9,9
2255,7141,In,4,4,6
2255,7141,Netflix,7,7,5
2255,7141,queue,5,4,5
2256,7153,Tolkein,6,7,6
2257,7156,Vietnam,7,6,6
2258,7158,real,4,5,3
2258,7158,estate,5,6,6
2259,7160,serial,5,6,3
2259,7160,killer,6,6,6
2260,7162,Civil,5,5,5
2260,7162,War,2,5,5
2261,7190,Charlotte,7,9,8
2261,7190,Bronte,6,5,6
2262,7212,cross,5,5,5
2262,7212,dressing,7,7,7
2263,7212,men,4,4,5
2263,7212,in,4,4,6
2263,7212,drag,3,5,5
2264,7217,amnesia,7,6,6
2265,7218,In,4,4,6
2265,7218,Netflix,7,7,5
2265,7218,queue,5,4,5
2266,7219,truckers,7,7,7
2267,7234,circus,5,6,5
2268,7256,mountain,7,6,8
2268,7256,climbing,8,7,8
2269,7285,adolescence,10,10,9
2270,7301,priest,6,6,5
2271,7301,religion,8,8,7
2272,7318,religion,8,8,7
2273,7323,Cold,4,5,5
2273,7323,War,2,5,5
2275,7371,Grace,4,5,5
2276,7382,adolescence,10,10,9
2277,7382,crime,5,5,5
2278,7438,revenge,7,6,5
2279,7440,Holocaust,8,9,9
2281,7479,World,4,5,4
2281,7479,War,2,5,5
2281,7479,II,4,5,6
2282,7493,multiple,8,7,7
2282,7493,personalities,12,12,10
2283,7572,cancer,5,5,6
2284,7584,Hepburn,6,6,6
2284,7584,and,3,4,6
2284,7584,Tracy,4,4,5
2285,7584,marriage,6,8,7
2286,7614,Rogers,5,6,5
2286,7614,and,3,4,6
2286,7614,Hammerstein,9,11,8
2287,7618,biopic,6,6,6
2288,7618,In,4,4,6
2288,7618,Netflix,7,7,5
2288,7618,queue,5,4,5
2289,7619,blindness,8,7,8
2290,7619,deaf,3,5,5
2291,7646,Stephen,7,7,6
2291,7646,King,4,4,6
2292,7649,space,4,5,6
2292,7649,station,6,7,7
2293,7700,In,4,4,6
2293,7700,Netflix,7,7,5
2293,7700,queue,5,4,5
2294,7705,Hepburn,6,6,6
2294,7705,and,3,4,6
2294,7705,Tracy,4,4,5
2295,7705,sports,5,6,6
2296,7713,sexuality,8,7,7
2297,7714,King,4,4,6
2297,7714,Arthur,6,6,6
2298,7728,adultery,6,6,7
2299,7748,In,4,4,6
2299,7748,Netflix,7,7,5
2299,7748,queue,5,4,5
2300,7766,MacBeth,6,7,6
2301,7789,terrorism,8,9,7
2302,7792,In,4,4,6
2302,7792,Netflix,7,7,5
2302,7792,queue,5,4,5
2303,7831,Nick,3,5,6
2303,7831,and,3,4,6
2303,7831,Nora,3,5,5
2303,7831,Charles,5,7,6
2304,7832,Nick,3,5,6
2304,7832,and,3,4,6
2304,7832,Nora,3,5,5
2304,7832,Charles,5,7,6
2305,7833,Nick,3,5,6
2305,7833,and,3,4,6
2305,7833,Nora,3,5,5
2305,7833,Charles,5,7,6
2306,7834,Nick,3,5,6
2306,7834,and,3,4,6
2306,7834,Nora,3,5,5
2306,7834,Charles,5,7,6
2307,7835,Nick,3,5,6
2307,7835,and,3,4,6
2307,7835,Nora,3,5,5
2307,7835,Charles,5,7,6
2308,7924,In,4,4,6
2308,7924,Netflix,7,7,5
2308,7924,queue,5,4,5
2309,7926,In,4,4,6
2309,7926,Netflix,7,7,5
2309,7926,queue,5,4,5
2310,7932,Amtrak,4,6,6
2311,7932,Homeless,8,8,6
2312,7932,independent,10,9,9
2313,7932,New,4,5,5
2313,7932,York,2,5,5
2314,7932,Sundance,6,5,8
2314,7932,award,3,5,6
2314,7932,winner,6,4,6
2315,7932,Train,4,5,5
2316,7934,psychology,10,9,9
2317,7981,police,6,6,6
2318,7983,show,4,5,6
2318,7983,business,8,6,7
2319,8011,politics,8,8,8
2320,8014,In,4,4,6
2320,8014,Netflix,7,7,5
2320,8014,queue,5,4,5
2321,8019,remade,5,6,5
2322,8033,In,4,4,6
2322,8033,Netflix,7,7,5
2322,8033,queue,5,4,5
2323,8094,In,4,4,6
2323,8094,Netflix,7,7,5
2323,8094,queue,5,4,5
2324,8153,Van,3,4,6
2324,8153,Gogh,4,5,6
2325,8167,swashbuckler,10,11,11
2326,8183,In,4,4,6
2326,8183,Netflix,7,7,5
2326,8183,queue,5,4,5
2327,8188,Not,4,5,6
2327,8188,available,8,9,7
2327,8188,from,4,4,4
2327,8188,Netflix,7,7,5
2328,8190,In,4,4,6
2328,8190,Netflix,7,7,5
2328,8190,queue,5,4,5
2329,8191,Anne,4,3,5
2329,8191,Boleyn,6,5,5
2330,8197,In,4,4,6
2330,8197,Netflix,7,7,5
2330,8197,queue,5,4,5
2331,8207,assassination,12,12,13
2332,8228,heist,5,5,5
2333,8235,Clock,4,5,6
2334,8266,Prince,6,5,6
2335,8275,In,4,4,6
2335,8275,Netflix,7,7,5
2335,8275,queue,5,4,5
2336,8337,military,6,7,8
2337,8338,convent,7,5,6
2338,8338,religion,8,8,7
2339,8341,Dickens,6,6,6
2340,8360,ogres,4,5,4
2341,8366,pregnancy,8,6,8
2342,8366,religion,8,8,7
2343,8368,Magic,4,5,6
2344,8368,Wizards,5,7,7
2345,8375,politics,8,8,8
2346,8376,high,4,5,6
2346,8376,school,6,6,5
2347,8379,In,4,4,6
2347,8379,Netflix,7,7,5
2347,8379,queue,5,4,5
2348,8382,death,3,5,5
2349,8424,divorce,5,7,7
2350,8446,World,4,5,4
2350,8446,War,2,5,5
2350,8446,II,4,5,6
2351,8463,deafness,6,7,6
2352,8464,food,4,4,5
2353,8464,McDonalds,8,8,8
2354,8507,circus,5,6,5
2355,8530,Ireland,6,6,5
2356,8580,fairy,3,3,5
2356,8580,tales,4,5,5
2357,8580,In,4,4,6
2357,8580,Netflix,7,7,5
2357,8580,queue,5,4,5
2358,8607,In,4,4,6
2358,8607,Netflix,7,7,5
2358,8607,queue,5,4,5
2359,8609,In,4,4,6
2359,8609,Netflix,7,7,5
2359,8609,queue,5,4,5
2360,8622,politics,8,8,8
2361,8622,terrorism,8,9,7
2362,8636,Doc,4,5,6
2362,8636,Ock,3,5,6
2363,8638,generation,9,9,8
2363,8638,X,4,5,6
2364,8645,drugs,4,5,5
2365,8645,immigrants,9,9,9
2366,8695,court,4,5,6
2367,8714,Cole,4,5,5
2367,8714,Porter,5,6,5
2368,8754,Oscar,4,5,6
2368,8754,(Best,5,5,5
2368,8754,Actress),7,8,6
2369,8765,In,4,4,6
2369,8765,Netflix,7,7,5
2369,8765,queue,5,4,5
2370,8784,psychology,10,9,9
2371,8796,Rome,4,5,5
2372,8809,Australia,8,8,7
2373,8827,Stand,4,4,6
2373,8827,Up,4,5,6
2374,8838,In,4,4,6
2374,8838,Netflix,7,7,5
2374,8838,queue,5,4,5
2375,8874,zombies,7,7,7
2376,8875,alcoholism,10,10,9
2377,8875,marriage,6,8,7
2378,8879,Agatha,5,6,6
2378,8879,Christie,7,8,7
2379,8879,Oscar,4,5,6
2379,8879,(Best,5,5,5
2379,8879,Supporting,9,8,9
2379,8879,Actress),7,8,6
2380,8879,train,4,5,5
2381,8880,disability,8,9,9
2382,8914,time,4,5,5
2382,8914,travel,5,6,5
2383,8920,Oscar,4,5,6
2383,8920,(Best,5,5,5
2383,8920,Actress),7,8,6
2384,8938,parenthood,8,9,8
2385,8938,psychology,10,9,9
2386,8943,stage,4,5,6
2387,8949,wine,4,4,5
2389,8951,abortion,7,8,7
2390,8958,biopic,6,6,6
2391,8961,Disney,6,4,6
2392,8961,superhero,8,8,6
2393,8970,Peter,5,5,4
2393,8970,Pan,3,4,6
2394,8979,Hearst,4,6,5
2395,8983,martial,5,7,5
2395,8983,arts,3,5,5
2396,8998,In,4,4,6
2396,8998,Netflix,7,7,5
2396,8998,queue,5,4,5
2397,9018,journalism,9,8,8
2398,25753,gold,4,5,5
2399,25825,revenge,7,6,5
2400,25841,show,4,5,6
2400,25841,business,8,6,7
2401,25855,In,4,4,6
2401,25855,Netflix,7,7,5
2401,25855,queue,5,4,5
2402,25865,In,4,4,6
2402,25865,Netflix,7,7,5
2402,25865,queue,5,4,5
2403,25886,made,3,5,5
2403,25886,me,4,5,5
2403,25886,cry,3,4,5
2404,25940,mirrors,6,7,6
2405,25952,In,4,4,6
2405,25952,Netflix,7,7,5
2405,25952,queue,5,4,5
2406,26085,Not,4,5,6
2406,26085,available,8,9,7
2406,26085,from,4,4,4
2406,26085,Netflix,7,7,5
2407,26131,In,4,4,6
2407,26131,Netflix,7,7,5
2407,26131,queue,5,4,5
2408,26151,donkey,4,4,6
2409,26242,In,4,4,6
2409,26242,Netflix,7,7,5
2409,26242,queue,5,4,5
2410,26662,anime,5,5,6
2411,26776,In,4,4,6
2411,26776,Netflix,7,7,5
2411,26776,queue,5,4,5
2412,27731,In,4,4,6
2412,27731,Netflix,7,7,5
2412,27731,queue,5,4,5
2413,27741,In,4,4,6
2413,27741,Netflix,7,7,5
2413,27741,queue,5,4,5
2414,27790,religion,8,8,7
2415,27790,saints,5,5,6
2416,27820,Animal,6,6,5
2416,27820,movie,5,5,6
2417,27820,camels,5,6,4
2418,27834,fatherhood,8,9,7
2419,27838,revenge,7,6,5
2420,27878,India,5,5,6
2421,27882,surfing,6,5,6
2422,30707,boxing,6,5,6
2423,30749,genocide,8,7,7
2424,30793,roald,4,5,5
2424,30793,dahl,2,5,5
2425,30812,biopic,6,6,6
2426,30812,Howard,4,6,6
2426,30812,Hughes,6,5,6
2427,30812,movie,5,5,6
2427,30812,business,8,6,7
2428,30820,child,5,5,5
2428,30820,abuse,5,5,6
2429,30822,busniess,8,6,7
2430,30850,Shakespeare,9,11,9
2431,31030,motherhood,9,10,8
2432,31437,orphans,6,6,7
2433,31658,06,4,5,6
2433,31658,Oscar,4,5,6
2433,31658,Nominated,8,8,9
2433,31658,Best,4,5,5
2433,31658,Movie,5,5,6
2433,31658,-,4,5,6
2433,31658,Animation,8,9,9
2434,31658,In,4,4,6
2434,31658,Netflix,7,7,5
2434,31658,queue,5,4,5
2435,31903,marriage,6,8,7
2436,31923,In,4,4,6
2436,31923,Netflix,7,7,5
2436,31923,queue,5,4,5
2437,32160,In,4,4,6
2437,32160,Netflix,7,7,5
